pharmacological_action_name	pharmacological_action_ui	name	ui	entry_term_name	entry_term_ui
Adjuvants, Anesthesia	D000759	Sufentanil	D017409	Sufentanil Hameln	T000912676
Adjuvants, Anesthesia	D000759	Alcuronium	D000443	Alcuronium Chloride	T001338
Adjuvants, Anesthesia	D000759	Alcuronium	D000443	Dialferine	T001336
Adjuvants, Anesthesia	D000759	Alcuronium	D000443	Allnortoxiferine	T001333
Adjuvants, Anesthesia	D000759	Droperidol	D004329	Droleptan	T616345
Adjuvants, Anesthesia	D000759	Droperidol	D004329	Dehydrobenzperidol	T013228
Adjuvants, Anesthesia	D000759	Droperidol	D004329	Dehidrobenzperidol	T616343
Adjuvants, Anesthesia	D000759	Droperidol	D004329	Inapsine	T013230
Adjuvants, Anesthesia	D000759	Droperidol	D004329	Droperidol	T013229
Adjuvants, Anesthesia	D000759	Sufentanil	D017409	Citrate, Sufentanil	T052060
Adjuvants, Anesthesia	D000759	Sufentanil	D017409	Sufentanil Citrate	T052060
Adjuvants, Anesthesia	D000759	Sufentanil	D017409	R30730	T052055
Adjuvants, Anesthesia	D000759	Triazolam	D014229	Triazolam	T041681
Adjuvants, Anesthesia	D000759	Triazolam	D014229	U-33,030	T041682
Adjuvants, Anesthesia	D000759	Triazolam	D014229	U 33,030	T041682
Adjuvants, Anesthesia	D000759	Triazolam	D014229	U33,030	T041682
Adjuvants, Anesthesia	D000759	Triazolam	D014229	Halcion	T041680
Adjuvants, Anesthesia	D000759	Triazolam	D014229	Trilam	T621599
Adjuvants, Anesthesia	D000759	Triazolam	D014229	Apo Triazo	T621595
Adjuvants, Anesthesia	D000759	Sodium Oxybate	D012978	Sodium Oxybutyrate	T038252
Adjuvants, Anesthesia	D000759	Secobarbital	D012631	Seconal Sodium	T618029
Adjuvants, Anesthesia	D000759	Sodium Oxybate	D012978	Sodium Oxybate	T038251
Adjuvants, Anesthesia	D000759	Chlordiazepoxide	D002707	Elenium	T007845
Adjuvants, Anesthesia	D000759	Chlordiazepoxide	D002707	Chlordiazepoxide Hydrobromide	T360821
Adjuvants, Anesthesia	D000759	Chlordiazepoxide	D002707	Hydrobromide, Chlordiazepoxide	T360821
Adjuvants, Anesthesia	D000759	Chlordiazepoxide	D002707	Chlordiazepoxide Perchlorate	T360818
Adjuvants, Anesthesia	D000759	Chlordiazepoxide	D002707	Perchlorate, Chlordiazepoxide	T360818
Adjuvants, Anesthesia	D000759	Pentobarbital	D010424	Nembutal	T030789
Adjuvants, Anesthesia	D000759	Pentobarbital	D010424	Sagatal	T030787
Adjuvants, Anesthesia	D000759	Pentobarbital	D010424	Ethaminal	T030782
Adjuvants, Anesthesia	D000759	Pentobarbital	D010424	Etaminal	T030786
Adjuvants, Anesthesia	D000759	Pentobarbital	D010424	Mebubarbital	T030783
Adjuvants, Anesthesia	D000759	Pentobarbital	D010424	Pentobarbitone	T030785
Adjuvants, Anesthesia	D000759	Pentobarbital	D010424	Pentobarbital	T030784
Adjuvants, Anesthesia	D000759	Pentazocine	D010423	Hydrochloride, Pentazocine	T360009
Adjuvants, Anesthesia	D000759	Pentazocine	D010423	Pentazocine Hydrochloride	T360009
Adjuvants, Anesthesia	D000759	Pentazocine	D010423	Fortral	T030781
Adjuvants, Anesthesia	D000759	Pentazocine	D010423	Talwin	T030780
Adjuvants, Anesthesia	D000759	Pentazocine	D010423	Lactate, Pentazocine	T030779
Adjuvants, Anesthesia	D000759	Sodium Oxybate	D012978	Oxybate, Sodium	T038251
Adjuvants, Anesthesia	D000759	Pentazocine	D010423	Lexir	T030777
Adjuvants, Anesthesia	D000759	Pentazocine	D010423	Pentazocine	T030778
Adjuvants, Anesthesia	D000759	Meperidine	D008614	Meperidine	T025626
Adjuvants, Anesthesia	D000759	Meperidine	D008614	Pethidine	T025627
Adjuvants, Anesthesia	D000759	Meperidine	D008614	Isonipecain	T025625
Adjuvants, Anesthesia	D000759	Meperidine	D008614	Dolsin	T025633
Adjuvants, Anesthesia	D000759	Meperidine	D008614	Dolosal	T025632
Adjuvants, Anesthesia	D000759	Chlordiazepoxide	D002707	Chlozepid	T007848
Adjuvants, Anesthesia	D000759	Chlordiazepoxide	D002707	Librium	T007846
Adjuvants, Anesthesia	D000759	Chlordiazepoxide	D002707	Monohydrochloride, Chlordiazepoxide	T360820
Adjuvants, Anesthesia	D000759	Chlordiazepoxide	D002707	Chlordiazepoxide Monohydrochloride	T360820
Adjuvants, Anesthesia	D000759	Atropine	D001285	Augenöl, Atropin	T523540
Adjuvants, Anesthesia	D000759	Atropine	D001285	Atropin Augenöl	T523540
Adjuvants, Anesthesia	D000759	Atropine	D001285	AtroPen	T523538
Adjuvants, Anesthesia	D000759	Atropine	D001285	Sulfate Anhydrous, Atropine	T840262
Adjuvants, Anesthesia	D000759	Atropine	D001285	Anhydrous, Atropine Sulfate	T840262
Adjuvants, Anesthesia	D000759	Atropine	D001285	Atropine Sulfate Anhydrous	T840262
Adjuvants, Anesthesia	D000759	Atropine	D001285	Sulfate, Atropine	T003826
Adjuvants, Anesthesia	D000759	Atropine	D001285	Atropine Sulfate	T003826
Adjuvants, Anesthesia	D000759	Atropine	D001285	Atropinol	T523542
Adjuvants, Anesthesia	D000759	Atropine	D001285	Atropine	T003822
Adjuvants, Anesthesia	D000759	Midazolam	D008874	Ro 213981	T026540
Adjuvants, Anesthesia	D000759	Midazolam	D008874	Ro 21 3981	T026540
Adjuvants, Anesthesia	D000759	Meperidine	D008614	Dolin	T025631
Adjuvants, Anesthesia	D000759	Pentobarbital	D010424	Mebumal	T030788
Adjuvants, Anesthesia	D000759	Pentobarbital	D010424	Monosodium Salt Pentobarbital	T360010
Adjuvants, Anesthesia	D000759	Pentobarbital	D010424	Pentobarbital, Monosodium Salt	T360010
Adjuvants, Anesthesia	D000759	Midazolam	D008874	Ro 21-3981	T026540
Adjuvants, Anesthesia	D000759	Pentobarbital	D010424	Pentobarbital Sodium	T030791
Adjuvants, Anesthesia	D000759	Chlordiazepoxide	D002707	Chlordiazepoxide	T007842
Adjuvants, Anesthesia	D000759	Chlordiazepoxide	D002707	7-Chloro-N-methyl-5-phenyl-3H-1,4-benzodiazepin-2-amine 4-oxide	T007844
Adjuvants, Anesthesia	D000759	Chlordiazepoxide	D002707	7 Chloro N methyl 5 phenyl 3H 1,4 benzodiazepin 2 amine 4 oxide	T007844
Adjuvants, Anesthesia	D000759	Chlordiazepoxide	D002707	Methaminodiazepoxide	T007843
Adjuvants, Anesthesia	D000759	Chlordiazepoxide	D002707	7-Chloro-2-methylamino-5-phenyl-3H-1,4-benzodiazepine-4-oxide	T000911790
Adjuvants, Anesthesia	D000759	Chlordiazepoxide	D002707	7 Chloro 2 methylamino 5 phenyl 3H 1,4 benzodiazepine 4 oxide	T000911790
Adjuvants, Anesthesia	D000759	Chlordiazepoxide	D002707	Chlordiazepoxide Hydrochloride	T007847
Adjuvants, Anesthesia	D000759	Chlordiazepoxide	D002707	Hydrochloride, Chlordiazepoxide	T007847
Adjuvants, Anesthesia	D000759	Pentobarbital	D010424	Diabutal	T030790
Adjuvants, Anesthesia	D000759	Meperidine	D008614	Operidine EPJ-I	T025622
Adjuvants, Anesthesia	D000759	Pentazocine	D010423	Pentazocine Lactate	T030779
Adjuvants, Anesthesia	D000759	Meperidine	D008614	Dolantin	T025629
Adjuvants, Anesthesia	D000759	Scopolamine Hydrobromide	D012601	Kwells	T618007
Adjuvants, Anesthesia	D000759	Scopolamine Hydrobromide	D012601	Scoburen	T618009
Adjuvants, Anesthesia	D000759	Scopolamine Hydrobromide	D012601	Vorigeno	T618017
Adjuvants, Anesthesia	D000759	Scopolamine Hydrobromide	D012601	Scopolamine	T037329
Adjuvants, Anesthesia	D000759	Meperidine	D008614	Operidine EPJ I	T025622
Adjuvants, Anesthesia	D000759	Scopolamine Hydrobromide	D012601	Scopolamine Cooper	T618011
Adjuvants, Anesthesia	D000759	Scopolamine Hydrobromide	D012601	Transderm Scop	T617999
Adjuvants, Anesthesia	D000759	Scopolamine Hydrobromide	D012601	Scopoderm TTS	T618000
Adjuvants, Anesthesia	D000759	Scopolamine Hydrobromide	D012601	Transderm-V	T037330
Adjuvants, Anesthesia	D000759	Scopolamine Hydrobromide	D012601	Transderm V	T037330
Adjuvants, Anesthesia	D000759	Scopolamine Hydrobromide	D012601	Isopto Hyoscine	T618005
Adjuvants, Anesthesia	D000759	Scopolamine Hydrobromide	D012601	Travacalm HO	T618015
Adjuvants, Anesthesia	D000759	Scopolamine Hydrobromide	D012601	Boro Scopol	T671430
Adjuvants, Anesthesia	D000759	Scopolamine Hydrobromide	D012601	BoroScopol	T671430
Adjuvants, Anesthesia	D000759	Scopolamine Hydrobromide	D012601	Scopace	T618003
Adjuvants, Anesthesia	D000759	Secobarbital	D012631	Secobarbital	T037387
Adjuvants, Anesthesia	D000759	Secobarbital	D012631	Meballymal	T037385
Adjuvants, Anesthesia	D000759	Secobarbital	D012631	Quinalbarbitone	T037386
Adjuvants, Anesthesia	D000759	Secobarbital	D012631	Sebar	T618031
Adjuvants, Anesthesia	D000759	Secobarbital	D012631	Seconal	T037388
Adjuvants, Anesthesia	D000759	Secobarbital	D012631	Secobarbital Sodium	T618028
Adjuvants, Anesthesia	D000759	Secobarbital	D012631	Sodium, Secobarbital	T618028
Adjuvants, Anesthesia	D000759	Scopolamine Hydrobromide	D012601	Boro-Scopol	T671430
Adjuvants, Anesthesia	D000759	Scopolamine Hydrobromide	D012601	Hydrobromide, Scopolamine	T037331
Adjuvants, Anesthesia	D000759	Scopolamine Hydrobromide	D012601	Hyoscine	T037328
Adjuvants, Anesthesia	D000759	Glycopyrrolate	D006024	NVA237	T000881328
Adjuvants, Anesthesia	D000759	Oxymorphone	D010111	Opana	T677367
Adjuvants, Anesthesia	D000759	Oxymorphone	D010111	Numorphan	T029909
Adjuvants, Anesthesia	D000759	Oxymorphone	D010111	Oxymorphone HCl	T839302
Adjuvants, Anesthesia	D000759	Glycopyrrolate	D006024	Bromide, Glycopyrronium	T018324
Adjuvants, Anesthesia	D000759	Glycopyrrolate	D006024	Glycopyrronium Bromide	T018324
Adjuvants, Anesthesia	D000759	Meperidine	D008614	Lydol	T025634
Adjuvants, Anesthesia	D000759	Scopolamine Hydrobromide	D012601	Scopolamine Hydrobromide	T037331
Adjuvants, Anesthesia	D000759	Glycopyrrolate	D006024	NVA-237	T000881327
Adjuvants, Anesthesia	D000759	Glycopyrrolate	D006024	NVA 237	T000881325
Adjuvants, Anesthesia	D000759	Meperidine	D008614	Dolcontral	T025630
Adjuvants, Anesthesia	D000759	Glycopyrrolate	D006024	Glycopyrrolate	T018323
Adjuvants, Anesthesia	D000759	Meperidine	D008614	Lidol	T025624
Adjuvants, Anesthesia	D000759	Hyoscyamine	D064692	Hyoscyamine	T003825
Adjuvants, Anesthesia	D000759	Meperidine	D008614	Demerol	T025628
Adjuvants, Anesthesia	D000759	Hyoscyamine	D064692	Atropine, 3(S)-endo-Isomer	T361516
Adjuvants, Anesthesia	D000759	Meperidine	D008614	Dolargan	T025623
Adjuvants, Anesthesia	D000759	Hyoscyamine	D064692	Hyoscyamine Hydrobromide	T840260
Adjuvants, Anesthesia	D000759	Hyoscyamine	D064692	Anaspaz	T003821
Adjuvants, Anesthesia	D000759	Meperidine	D008614	Meperidine Hydrochloride	T025635
Adjuvants, Anesthesia	D000759	Hyoscyamine	D064692	Atropine Sulfate, 3(S)-endo-Isomer	T361517
Adjuvants, Anesthesia	D000759	Hyoscyamine	D064692	Hyoscyamine Sulfate	T003823
Adjuvants, Anesthesia	D000759	Hyoscyamine	D064692	Hyoscyamine Hydrochloride	T840259
Adjuvants, Anesthesia	D000759	Hyoscyamine	D064692	Hyoscyamine Sulfate Anhydrous	T840261
Adjuvants, Anesthesia	D000759	Hyoscyamine	D064692	Cytospaz	T003824
Adjuvants, Immunologic	D000276	Dehydroepiandrosterone	D003687	Prasterone, 3 alpha-Isomer	T360800
Adjuvants, Immunologic	D000276	Dehydroepiandrosterone	D003687	Prasterone, 3 alpha Isomer	T360800
Adjuvants, Immunologic	D000276	Dehydroepiandrosterone	D003687	5-Androsten-3-ol-17-one	T010744
Adjuvants, Immunologic	D000276	Dehydroepiandrosterone	D003687	5 Androsten 3 ol 17 one	T010744
Adjuvants, Immunologic	D000276	ISCOMs	D016882	Complexes, Immunostimulating	T050534
Adjuvants, Immunologic	D000276	Dehydroepiandrosterone	D003687	Dehydroisoandrosterone	T010741
Adjuvants, Immunologic	D000276	Dehydroepiandrosterone	D003687	Androstenolone	T010739
Adjuvants, Immunologic	D000276	Dehydroepiandrosterone	D003687	Prasterone	T010743
Adjuvants, Immunologic	D000276	Dehydroepiandrosterone	D003687	DHEA	T010742
Adjuvants, Immunologic	D000276	ISCOMs	D016882	ISCOM	T050535
Adjuvants, Immunologic	D000276	BCG Vaccine	D001500	Calmette Guerin Bacillus Vaccine	T004361
Adjuvants, Immunologic	D000276	BCG Vaccine	D001500	Vaccine, BCG	T004358
Adjuvants, Immunologic	D000276	BCG Vaccine	D001500	Bacillus Calmette Guerin Vaccine	T004360
Adjuvants, Immunologic	D000276	BCG Vaccine	D001500	Calmette's Vaccine	T004359
Adjuvants, Immunologic	D000276	BCG Vaccine	D001500	Calmette Vaccine	T004359
Adjuvants, Immunologic	D000276	BCG Vaccine	D001500	Calmettes Vaccine	T004359
Adjuvants, Immunologic	D000276	BCG Vaccine	D001500	Vaccine, Calmette's	T004359
Adjuvants, Immunologic	D000276	Swainsonine	D017026	Swainsonine, (2 beta,8a alpha)-Isomer	T359574
Adjuvants, Immunologic	D000276	Swainsonine	D017026	Swainsonine, (1R-(2 beta,8a alpha))-Isomer	T359630
Adjuvants, Immunologic	D000276	Swainsonine	D017026	Swainsonine, (8 alpha,8a alpha)-Isomer	T359514
Adjuvants, Immunologic	D000276	Swainsonine	D017026	Swainsonine, (8 alpha)-Isomer	T359515
Adjuvants, Immunologic	D000276	Swainsonine	D017026	Swainsonine, (8a alpha)-Isomer	T359631
Adjuvants, Immunologic	D000276	Swainsonine	D017026	Swainsonine	T050824
Adjuvants, Immunologic	D000276	BCG Vaccine	D001500	BCG Vaccine	T004358
Adjuvants, Immunologic	D000276	Dehydroepiandrosterone	D003687	5 Androsten 3 beta hydroxy 17 one	T527078
Adjuvants, Immunologic	D000276	Interleukin-4	D015847	B Cell Proliferating Factor	T046983
Adjuvants, Immunologic	D000276	Dehydroepiandrosterone	D003687	Dehydroepiandrosterone	T010740
Adjuvants, Immunologic	D000276	Cholera Toxin	D002772	Choleragen	T008053
Adjuvants, Immunologic	D000276	Cholera Toxin	D002772	Exotoxin, Cholera	T008048
Adjuvants, Immunologic	D000276	Cholera Toxin	D002772	Cholera Exotoxin	T008048
Adjuvants, Immunologic	D000276	Cholera Toxin	D002772	Toxin, Cholera	T008049
Adjuvants, Immunologic	D000276	Interleukin-4	D015847	B-Cell Stimulating Factor-1	T046991
Adjuvants, Immunologic	D000276	Thymopentin	D016305	Thymopoietin Pentapeptide	T048622
Adjuvants, Immunologic	D000276	Thymopentin	D016305	TP-5	T048624
Adjuvants, Immunologic	D000276	Thymopentin	D016305	Thymopentin	T048621
Adjuvants, Immunologic	D000276	Interleukin-4	D015847	B Cell Stimulatory Factor 1	T046980
Adjuvants, Immunologic	D000276	Interleukin-4	D015847	B Cell Stimulatory Factor-1	T046980
Adjuvants, Immunologic	D000276	Interleukin-4	D015847	MCGF-2	T046988
Adjuvants, Immunologic	D000276	Interleukin-4	D015847	Mast Cell Growth Factor 2	T046987
Adjuvants, Immunologic	D000276	Interleukin-4	D015847	Mast Cell Growth Factor-2	T046987
Adjuvants, Immunologic	D000276	Cholera Toxin	D002772	Cholera Enterotoxin CT	T479389
Adjuvants, Immunologic	D000276	Interleukin-4	D015847	IL4	T046989
Adjuvants, Immunologic	D000276	Interleukin-4	D015847	Interleukin-4	T046986
Adjuvants, Immunologic	D000276	Interleukin-4	D015847	Interleukin 4	T046986
Adjuvants, Immunologic	D000276	Interleukin-4	D015847	BSF-1	T046984
Adjuvants, Immunologic	D000276	Interleukin-4	D015847	Binetrakin	T429788
Adjuvants, Immunologic	D000276	Interleukin-4	D015847	BCGF-1	T046992
Adjuvants, Immunologic	D000276	Interleukin-4	D015847	B-Cell Stimulatory Factor-1	T046982
Adjuvants, Immunologic	D000276	Interleukin-4	D015847	B-Cell Stimulatory Factor 1	T046981
Adjuvants, Immunologic	D000276	Interleukin-4	D015847	B Cell Stimulating Factor 1	T046991
Adjuvants, Immunologic	D000276	Interleukin-4	D015847	B-Cell Growth Factor-1	T046990
Adjuvants, Immunologic	D000276	Interleukin-4	D015847	B Cell Growth Factor 1	T046990
Adjuvants, Immunologic	D000276	Interleukin-4	D015847	B-Cell Growth Factor-I	T046993
Adjuvants, Immunologic	D000276	Interleukin-4	D015847	B Cell Growth Factor I	T046993
Adjuvants, Immunologic	D000276	Interleukin-4	D015847	B-Cell Proliferating Factor	T046983
Adjuvants, Immunologic	D000276	Interleukin-4	D015847	IL-4	T046985
Adjuvants, Immunologic	D000276	Dehydroepiandrosterone	D003687	5-Androsten-3-beta-hydroxy-17-one	T527078
Adjuvants, Immunologic	D000276	Cholera Toxin	D002772	CT, Cholera Enterotoxin	T479389
Adjuvants, Immunologic	D000276	Cholera Toxin	D002772	Choleragenoid	T008051
Adjuvants, Immunologic	D000276	ISCOMs	D016882	Immunostimulating Complexes	T050534
Adjuvants, Immunologic	D000276	ISCOMs	D016882	Immuno Stimulating Complexes	T050537
Adjuvants, Immunologic	D000276	ISCOMs	D016882	Complexes, Immuno-Stimulating	T050537
Adjuvants, Immunologic	D000276	ISCOMs	D016882	Immuno-Stimulating Complexes	T050537
Adjuvants, Immunologic	D000276	ISCOMs	D016882	ISCOMs	T050536
Adjuvants, Immunologic	D000276	Cord Factors	D003311	Trehalose 6,6' Dimycolate	T009683
Adjuvants, Immunologic	D000276	Cord Factors	D003311	Trehalose-6,6'-Dimycolate	T009683
Adjuvants, Immunologic	D000276	Cord Factors	D003311	Factor, Cord	T009679
Adjuvants, Immunologic	D000276	Cord Factors	D003311	Cord Factor	T009679
Adjuvants, Immunologic	D000276	Cord Factors	D003311	Dimycolates, Trehalose	T009681
Adjuvants, Immunologic	D000276	Cord Factors	D003311	Trehalose Dimycolates	T009681
Adjuvants, Immunologic	D000276	Cord Factors	D003311	Factors, Cord	T009680
Adjuvants, Immunologic	D000276	Cord Factors	D003311	Cord Factors	T009680
Adjuvants, Immunologic	D000276	Cholera Toxin	D002772	Enterotoxin CT, Cholera	T479389
Adjuvants, Immunologic	D000276	Glatiramer Acetate	D000068717	TV-5010	T750232
Adjuvants, Immunologic	D000276	Glatiramer Acetate	D000068717	5010, TV	T750231
Adjuvants, Immunologic	D000276	Glatiramer Acetate	D000068717	TV 5010	T750231
Adjuvants, Immunologic	D000276	Glatiramer Acetate	D000068717	Glatiramer	T000877039
Adjuvants, Immunologic	D000276	Glatiramer Acetate	D000068717	Copaxone	T267869
Adjuvants, Immunologic	D000276	Glatiramer Acetate	D000068717	Acetate, Glatiramer	T000877034
Adjuvants, Immunologic	D000276	Glatiramer Acetate	D000068717	Glatiramer Acetate	T000877034
Adjuvants, Immunologic	D000276	Cholera Toxin	D002772	Cholera Toxin A Subunit	T479390
Adjuvants, Immunologic	D000276	Cholera Toxin	D002772	Cholera Toxin Protomer A	T008052
Adjuvants, Immunologic	D000276	Cholera Toxin	D002772	Procholeragenoid	T008055
Adjuvants, Immunologic	D000276	Cholera Toxin	D002772	Cholera Toxin B Subunit	T008050
Adjuvants, Immunologic	D000276	Cholera Toxin	D002772	Cholera Toxin Protomer B	T479388
Adjuvants, Immunologic	D000276	Thymopentin	D016305	Timunox	T048623
Adjuvants, Immunologic	D000276	Thymopentin	D016305	Pentapeptide, Thymopoietin	T048622
Adjuvants, Immunologic	D000276	Glatiramer Acetate	D000068717	TV5010	T750233
Adjuvants, Immunologic	D000276	Cholera Toxin	D002772	Cholera Toxin	T008049
Adjuvants, Immunologic	D000276	Interferon beta-1a	D000068556	Avonex Pen	T000876262
Adjuvants, Immunologic	D000276	Hyaluronic Acid	D006820	Hyaluronan	T020586
Adjuvants, Immunologic	D000276	Interleukin-12	D018664	Cytotoxic Lymphocyte Maturation Factor	T669102
Adjuvants, Immunologic	D000276	Interleukin-12	D018664	IL-12	T055565
Adjuvants, Immunologic	D000276	Interleukin-12	D018664	Natural Killer Cell Stimulatory Factor	T055563
Adjuvants, Immunologic	D000276	Interleukin-12	D018664	Interleukin-12	T055562
Adjuvants, Immunologic	D000276	Lithium Chloride	D018021	Chloride, Lithium	T053881
Adjuvants, Immunologic	D000276	Lithium Chloride	D018021	Lithium Chloride	T053881
Adjuvants, Immunologic	D000276	Aluminum Hydroxide	D000536	Aluminum Hydroxide	T001628
Adjuvants, Immunologic	D000276	Hyaluronic Acid	D006820	Hyaluronic Acid	T020587
Adjuvants, Immunologic	D000276	Interleukin-12	D018664	IL 12	T373474
Adjuvants, Immunologic	D000276	Hyaluronic Acid	D006820	Acid, Hyaluronic	T020587
Adjuvants, Immunologic	D000276	Hyaluronic Acid	D006820	Vitrax, Amo	T020594
Adjuvants, Immunologic	D000276	Hyaluronic Acid	D006820	Biolon	T059277
Adjuvants, Immunologic	D000276	Hyaluronic Acid	D006820	Etamucine	T020591
Adjuvants, Immunologic	D000276	Hyaluronic Acid	D006820	Hyvisc	T020588
Adjuvants, Immunologic	D000276	Hyaluronic Acid	D006820	Luronit	T020589
Adjuvants, Immunologic	D000276	Hyaluronic Acid	D006820	Sodium Hyaluronate	T020593
Adjuvants, Immunologic	D000276	Hyaluronic Acid	D006820	Hyaluronate, Sodium	T020593
Adjuvants, Immunologic	D000276	Hyaluronic Acid	D006820	Hyaluronate Sodium	T716359
Adjuvants, Immunologic	D000276	Hyaluronic Acid	D006820	Amo Vitrax	T020594
Adjuvants, Immunologic	D000276	Hyaluronic Acid	D006820	Amvisc	T020590
Adjuvants, Immunologic	D000276	Interleukin-12	D018664	Edodekin Alfa	T429787
Adjuvants, Immunologic	D000276	Interleukin-12	D018664	Interleukin-12 p70	T669076
Adjuvants, Immunologic	D000276	Interleukin-12	D018664	p70, Interleukin-12	T669076
Adjuvants, Immunologic	D000276	Sizofiran	D012566	Sizofilan	T037233
Adjuvants, Immunologic	D000276	Sizofiran	D012566	Schizophyllan	T037232
Adjuvants, Immunologic	D000276	Levamisole	D007978	Dekaris	T023776
Adjuvants, Immunologic	D000276	Sizofiran	D012566	Sizofiran	T037234
Adjuvants, Immunologic	D000276	Colforsin	D005576	Colforsin	T837025
Adjuvants, Immunologic	D000276	Colforsin	D005576	N,N-Dimethyl-beta-alanine-5-(acetyloxy)-3-ethenyldodecahydro-10,10b-dihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-1H-naphtho(2,1-b)pyran-6-yl Ester HCl	T837854
Adjuvants, Immunologic	D000276	Colforsin	D005576	Coleonol	T016909
Adjuvants, Immunologic	D000276	Interleukin-12	D018664	IL-12 p70	T550497
